Date,Date,TimeDay,TestID,TestID2,TL_mm,mass_mg,Order_fish_flip,tank,temp_tolerance,Test,Tide,Tide2,Phys.cond,treatment,temp_treatment,Field_Lab,Temp_test_start,max.Env.Temp,min.Env.Temp,mean.Env.Temp,delta.T,Stat_Var
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,31,158,7,NA,38.4,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,26,99,8,NA,38.7,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,41,374,9,NA,38.5,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,40,334,10,NA,38.6,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,41,369,11,NA,39,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,28,123,1,NA,4.8,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,34,211,2,NA,4.8,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,39,369,3,NA,4.8,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,36,282,4,NA,4.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,34,228,5,NA,4.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,33,205,6,NA,4.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,39,313,7,NA,4.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,33,216,8,NA,4.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,35,239,9,NA,4.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,36,269,10,NA,4.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,34,245,11,NA,4.4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,31,156,12,NA,4.4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,14:31:00,field15,FIELD-44461,38,412,13,NA,4.4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,24,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,31,170,1,NA,35.8,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,22,59,2,NA,36.1,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,29,141,3,NA,36.2,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,34,220,4,NA,36.2,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,38,335,5,NA,36.5,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,38,332,6,NA,36.5,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,37,301,7,NA,36.8,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,37,276,8,NA,36.8,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,37,257,9,NA,36.8,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,24,96,10,NA,36.8,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,26,97,11,NA,36.9,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
9/22/21,22-Sep,16:25:00,field16,FIELD-44461,33,295,12,NA,36.9,CTmax,Outgoing,Low,NA,NA,FIELD,FIELD,24.5,NA,NA,NA,NA,variable
